,Company Name,Founded,Location,Sector,What it does,Founders,Investor,Amount,Stage
92,<td>FinAGG</td>,<td>2019</td>,<td>Noida</td>,<td>Financial Services</td>,"<td>FinAGG is a digital credit card for suppliers, distributors and retailers that lubricates the flow of goods &amp; payments in the Supply Chain.</td>","<td>Nipun Kohli, Praveen Kumar, Srinivasan R</td>",<td>BlinC Invest and Prime Venture Partners</td>,<td>$300000</td>,<td>Seed</td>
93,<td>Project Hero</td>,<td>2021</td>,<td>Banglore</td>,<td>Construction</td>,"<td>Project Hero enables contractors to hire and manage workers in a variety of trades, such as barbending and shuttering.</td>",<td></td>,<td>Omidyar Network India and Ankur Capital</td>,<td>$3600000</td>,<td>Seed</td>
94,<td>Daalchini</td>,<td>2017</td>,<td>New Delhi</td>,<td>Food&amp;Beverages</td>,"<td>Daalchini provides affordable, quality home-food instantly via smart vending machines</td>",<td>Prerna Kalra</td>,<td>Ajay Kaul and Unicorn India Venture</td>,<td>$57000000</td>,<td>Series A</td>
95,<td>Suite42</td>,<td>2021</td>,<td>Bengaluru</td>,<td>Food&amp;Beverages</td>,"<td>Suite42 provides manufacturing products across food staples, food processing, and FMCG industries</td>",<td></td>,<td>Sujeet Kumar and All In Capital</td>,<td>$4300000</td>,<td>Seed</td>
96,<td>StayVista</td>,<td>2015</td>,<td>Mumbai</td>,<td>Hospitality</td>,"<td>StayVista is a South Asia's largest luxury holiday home rental management company. We are on a mission to build the ""Marriott for Homes""</td>","<td>Amit Damani, Ankita Sheth, Pranav Maheshwari</td>",<td>Capri Global Capital and DSG Consumer Partners</td>,<td>$71000000</td>,<td>Undisclosed</td>
97,<td>Lucidity</td>,<td>2021</td>,<td>Bengaluru</td>,<td>Information Technology</td>,<td>Lucidity provides cloud storage with the highest possible performance at the lowest possible cost without the need for human intervention.</td>,<td>Nitin Singh Vatsal Rastogi</td>,<td>Sparrow Capital and BEENEXT</td>,<td>$5600000</td>,<td>Seed</td>
98,<td>Powerplay</td>,<td>2020</td>,<td>Bengaluru</td>,<td>Construction</td>,<td>Mobile-based operating system to manage construction &amp; architectural projects</td>,"<td>Anshul Gupta, Iesh Dixit, Manish Prasad, Shubham Goyal</td>",<td>Kunal Bahl and India Quotient</td>,<td>$12300000</td>,<td>Series A</td>
99,<td>Casflo</td>,<td>2018</td>,<td>Mumbai</td>,<td>Financial Services</td>,<td>Cashflo is a finance startup that offers finance automation tools for corporates and SMEs</td>,"<td>Ankur Bhageria, Dushyant Agarwal</td>",<td>Elevation Capital and Nitin Gupta</td>,<td>$12100000</td>,<td>Series B</td>
100,<td>ZippMat</td>,<td>2021</td>,<td>Bengalaru</td>,<td>Saas</td>,<td>ZippMat is a SCaaS enterprise that provides a one-stop solution for all supply chain management needs of construction companies.</td>,"<td>Abhijeet Kudva, Chetan Shet, Nandeesh Hasbi</td>",<td>TradeCred and Matrix Partners India</td>,<td>$1000000</td>,<td>Seed</td>
101,<td>GroMO</td>,<td>2019</td>,<td>Gurgaon</td>,<td>Financial Services</td>,"<td>GroMo is a FinTech marketplace helping users sell financial products such as loans, insurance, and investments.</td>","<td>Ankit Khandelwal, Arpit Khandelwal, Darpan Khurana</td>",<td>Abhishek Goyal and Goodwater Capital</td>,<td>$11600000</td>,<td>Series A</td>
102,<td>Bhanzu</td>,<td>2020</td>,<td>Hyderabad</td>,<td>Education</td>,<td>Bhanzu is a math-learning platform that encourages careers in math and STEM fields among learners.</td>,"<td>Krishnakanth JSS, Neelakantha Bhanu Prakash, Prachotan DL, Srinivas Jonnalagadda, Uday Kiran</td>",<td>Lightspeed Venture Partners and Eight Roads Ventures</td>,<td>$1300000</td>,<td>SeriesA</td>
103,<td>DeepRooted</td>,<td>2020</td>,<td>Banglore</td>,<td>Agriculture</td>,"<td>Deep Rooted offers freshness, which benchmarks quality.</td>",<td></td>,<td>IvyCap Ventures and Mayfield Fund</td>,<td>$1800000</td>,<td>Series A</td>
104,<td>Murf AI</td>,<td>2020</td>,<td>Utah</td>,<td>Artificial Intelligence</td>,"<td>Murf AI is a synthetic speech technology startup developing lifelike AI voices for podcasts, slideshows, and professional presentations.</td>","<td>Ankur Edkie, Divyanshu Pandey, Sneha Roy</td>",<td>Ajay Arora and Yamini Bhat</td>,<td>$11500000</td>,<td>Series A</td>
105,<td>Bincos</td>,<td>2022</td>,<td>Banglore</td>,<td>Crypto Currency</td>,<td>Binocs simplifies the calculation of crypto tax and portfolio tracking.</td>,<td>Pankaj Garg</td>,<td>Better Capital and Acce</td>,<td>$400000</td>,<td>Seed</td>
106,<td>TrueFoundry</td>,<td>2021</td>,<td>Sanfrancisco</td>,<td>Software</td>,<td>TrueFoundry provides the fastest framework for Post model Pipeline to Data Scientists and ML Engineers</td>,<td>Nikunj Bajaj</td>,<td>Dilip Khandelwal and Anthony Goldbloom</td>,<td>$2300000</td>,<td>Seed</td>
107,<td>TurboHire</td>,<td>2019</td>,<td>Hyderabad</td>,<td>Software</td>,<td>TurboHire is an intelligent Applicant Tracking &amp; Recruitment Management System that helps companies become talent-led organisations.</td>,"<td>Abhishek Kabra, Aman Gour, Deepak Agrawal, Gaurav Kumar, Rakesh Nayak</td>",<td>Purvansh Holdings and Mumbai Angels</td>,<td>$300000</td>,<td>Seeds</td>
108,<td>ALYF</td>,<td>2022</td>,<td>Mumbai</td>,<td>Real state</td>,"<td>ALYF owns a hassle-free, legal, opulent, and fully managed dream house for a little fraction of the cost</td>",<td>Saurav Vohara</td>,<td>9Unicorns Accelerator Fund and Venture Catalysts</td>,<td>$112500000</td>,<td>Seed</td>
109,<td>Savart</td>,<td>2017</td>,<td>Hyderabad</td>,<td>Financial Services</td>,<td>Savart is a wealth management platform that assists in investing stocks and mutual funds.</td>,<td>Sankarsh C</td>,<td>BEENEXT and 9Unicorns Accelerator Fund</td>,<td>$2100000</td>,<td>Seed</td>
110,<td>Outscal</td>,<td>2018</td>,<td>New Delhi</td>,<td>Information Technology</td>,<td>Outscal is an e-learning company that provides game development course.</td>,<td>Mayank Grover</td>,<td>Kalaari Capital.</td>,<td>$1500000</td>,<td>Seed</td>
111,<td>Kogo</td>,<td>2018</td>,<td>New Delhi</td>,<td>Information Technology</td>,<td>KOGO is a unified platform for road travel.</td>,"<td>Praveer Kochhar, Raj K Gopalakrishnan</td>",<td>MapmyIndia and Rampraveen Swaminathan</td>,<td>$1600000</td>,<td>Corporate Round</td>
112,<td>Hackle</td>,<td>2022</td>,<td>Bengaluru</td>,<td>Logistics</td>,<td>Hackle operates as a logistics and distribution network.</td>,<td>Deepu Chandran</td>,<td>Elara India Opportunities Fund and Callapina Capita</td>,<td>$1000000</td>,<td>Pre seed</td>
113,<td>Esmito</td>,<td>2018</td>,<td>Taramani</td>,<td>Information Technology</td>,<td>Esmito provides a variety of solutions for Logistics and Last Mile Mobility players to enable Energy as a Service.</td>,<td>Prabhjot Kaur</td>,<td>Unicorn India Venture</td>,<td>$1000000</td>,<td>Seed</td>
114,<td>Biggies Burger</td>,<td>2011</td>,<td>Banglore</td>,<td>Food &amp;Beverages</td>,<td>Biggies Burger is the domestic burger brand and the inventor of grilled burgers in the nation</td>,<td>Biraja Prasad Rout</td>,<td>LetsVenture and Indian Angel Network</td>,<td>$5500000</td>,<td>Seed</td>
115,<td>Univest</td>,<td>2022</td>,<td>Gurgaon</td>,<td>Financial&amp;Services</td>,<td>Solving the problems of community based investments globally</td>,"<td>Avneet Dhamija, Pranit Arora</td>",<td>. Chetan Nigam and Rahul Gambhir</td>,<td>$4716000</td>,<td>Pre seed</td>
116,<td>Money Plannned</td>,<td>2020</td>,<td>Banglore</td>,<td>Financial&amp;Services</td>,<td>MoneyPlanned is an automated financial planning app that helps users plan and execute their financial goals effortlessly.</td>,"<td>Nikhila Sastry, Sameer Shashank</td>",<td>. Sameer Khan and Joseph R. Saviano</td>,<td>$6233000</td>,<td>Seed</td>
117,<td>Ustraa</td>,<td></td>,<td>New Delhi</td>,<td>Cosmetics</td>,<td>Ustraa is a premium brand offering grooming products and services for men including e-commerce and offline stores</td>,<td></td>,"<td>Fresh Funding From Info Edge, Others</td>",<td>$</td>,<td></td>
118,<td>Signzy</td>,<td>2015</td>,<td>Hyderabad</td>,<td>Financial Services</td>,"<td>Signzy is an AI-powered FinTech company offering a digital onboarding solution for banks, NBFCs, and other financial institutions</td>","<td>Ankit Ratan, Ankur Pandey, Arpit Ratan</td>",<td>Arkam Ventures and Vertex Ventures</td>,<td>$38400000</td>,<td>Series B</td>
119,<td>Zypp</td>,<td>2017</td>,<td>Gurgaon</td>,<td>Electrical Vehicle</td>,<td>Zypp Electric is an EV delivery app that operates in the last-mile space.</td>,"<td>Akash Gupta, Rashi Agarwal, Rashi Agarwal</td>",<td>Northern Arc and Mark Joseph</td>,<td>$11600000</td>,<td>Undisclosed</td>
120,<td>Molbio</td>,<td>2000</td>,<td>Goa</td>,<td>Healthcare</td>,<td>Molbio Diagnostics is a molecular diagnostics manufacturer that specializes in the low-cost diagnosis of tuberculosis and other diseases.</td>,"<td>Chandrasekhar Nair, Sriram Natarajan</td>",<td>Temasek Holdings and Motilal Oswal Private Equity</td>,<td>$117500000</td>,<td>Undisclosed</td>
121,<td>Faad Network</td>,<td>2015</td>,<td>New Delhi</td>,<td>Financial Services</td>,<td>FAAD Network is recognized as a Member-based investor network handholding early-stage startups.</td>,"<td>Dr.Dinesh Singh, Karan Verma</td>",<td>Sugar Watchers</td>,<td>$</td>,<td></td>
122,<td>Cheelizza</td>,<td></td>,<td>Mumbai</td>,<td>Food&amp;Beverages</td>,"<td>Cheelizza – India Ka Pizza, a pure vegetarian pizza chain from Mumbai.</td>",<td></td>,<td>Indian Angel Network and Rahul Surana</td>,<td>$4110000</td>,<td>Seed</td>
123,<td>Razorpay</td>,<td>2014</td>,<td>Banglore</td>,<td>Financial&amp;Services</td>,"<td>Razorpay is a platform that enables businesses to accept, process, and disburse payments.</td>","<td>Harshil Mathur, Shashank Kumar</td>",<td>Posh Vine</td>,<td>$816300000</td>,<td></td>
124,<td>FourKites</td>,<td>2014</td>,<td>Chicago</td>,<td>Software</td>,"<td>FourKites is a supply chain visibility platform designed for transportation into yards, warehouses, and stores.</td>",<td>Mathew Joseph Elenjickal</td>,<td>Mitsui &amp; Co and FedEx</td>,<td>$241500000</td>,<td></td>
125,<td>Kidbea</td>,<td>2021</td>,<td>Noida</td>,<td>Fashion</td>,"<td>Asia's 1st Spill-Proof &amp; Sustainable kids wear brand, makes Organic &amp; Bamboo made world's softest clothes and Reusable Cloth Diapers</td>","<td>Aman Kumar Mahto, Mohammad Hussain, Swapnil Srivastava</td>",<td>Divij Bajaj and Samiullah Shaik</td>,<td>$20100000</td>,<td>Preseed</td>
126,<td>Ockypocky</td>,<td>2015</td>,<td>Haryana</td>,<td>Videogames</td>,<td>OckyPocky is a interactive and personalised language learning app for preschool kids.</td>,<td>Amit Agrawal</td>,<td>Goodwater Capital and AngelList Quant Fund</td>,<td>$400000</td>,<td>Seed</td>
127,<td>TartanHQ</td>,<td>2015</td>,<td>Banglore</td>,<td>Information&amp;Technology</td>,<td>Tartan is a payroll connectivity API company enabling consent-driven employment and income verification in real-time.</td>,<td>Pramey Jain</td>,<td>Varanium Capital Advisors and 500 Startups</td>,<td>$4500000</td>,<td>Seed</td>
128,<td>Voiz</td>,<td>2022</td>,<td>Banglore</td>,<td>Proffesional Services</td>,<td>VOIZ is a ‘future of work’ platform for simple online gigs</td>,"<td>Diego Espinosa, Vineet Patil, Yvonne Espinosa</td>",<td>Omidyar Network</td>,<td>$200000</td>,<td>Seed</td>
129,<td>WebEngage</td>,<td>2011</td>,<td>Mumbai</td>,"<td>Enterprise Software	""</td>",<td>WebEngage is a marketing automation software that helps B2C companies drive more revenues from their existing customers and anonymous users.</td>,"<td>Ankit Utreja, Avlesh Singh</td>",<td>Singularity Growth Opportunities Fund and Blume Ventures</td>,<td>$21100000</td>,<td>SeriesB</td>
130,<td>Credit  Fair</td>,<td>2018</td>,<td>Mumbai</td>,<td>Financial Services</td>,<td>Credit Fair operates as a consumer lending fintech startup.</td>,<td>Aaditya Damani</td>,<td>Nikhil Chandra Gupta and Caspian Impact Investments</td>,<td>$25500000</td>,<td>Seed</td>
131,<td>Dezerv</td>,<td>2021</td>,<td>Mumbai</td>,<td>Financial Services</td>,"<td>Deserv offers an integrated portfolio approach to investment, providing higher returns with lower risk.</td>","<td>Sahil Contractor, Sandeep Jethwani, Vaibhav Porwal</td>",<td>GTM Ventures and Whiteboard Capital</td>,<td>$27700000</td>,<td>Series A</td>
132,<td>Bizongo</td>,<td>2015</td>,<td>Mumbai</td>,<td>Packaging Services</td>,"<td>Bizongo develops a tech-enabled B2B platform for packaging, apparel, and other customized goods.</td>","<td>Aniket Deb, Ankit Tomar, Sachin Agrawal</td>",<td>Debt Financing</td>,<td>$265300000</td>,<td></td>
133,<td>Jify</td>,<td>2021</td>,<td>Mumbai</td>,<td>Financial Services</td>,<td>Jify is building employee financial wellness via earned salary access and better money management tools.</td>,"<td>Anisha Dossa Aibara, Anusha Ramakrishnan</td>",<td></td>,<td>$</td>,<td></td>
134,<td>CredAble</td>,<td>2017</td>,<td>Mumbai</td>,<td>Financial Services</td>,"<td>CredAble is a FinTech platform that helps capital financing for vendors, distributors, and dealers.</td>","<td>Nirav Choksi, Rajiv Ramnarayan, Ram Kewalramani</td>",<td>Axis Bank and OAKS Asset Managemen</td>,<td>$58800000</td>,<td>Undisclosed</td>
135,<td>Cultures To Love</td>,<td>2017</td>,<td>Mumbai</td>,<td>Food&amp;Beverages</td>,"<td>Cultures To Love is the leading provider of Kefir, Yogurt, Kombucha, Sourdough &amp; Tempeh products in India</td>","<td>Abhishek Agarwal, Akash Sharma</td>",<td>Insitor Partners and Alkemi Venture Partners</td>,<td>$7700000</td>,<td>Series A</td>
136,<td>Nykaa</td>,<td>2012</td>,<td>Mumbai</td>,<td>Beauty</td>,<td>Nykaa is an online marketplace for different beauty and wellness products</td>,<td>Falguni Iyer</td>,<td>Little Black Book</td>,<td>$148500000</td>,<td>Undisclosed</td>
137,<td>Eyestem</td>,<td>2016</td>,<td>Bengalaru</td>,<td>Biotechnology</td>,<td>Eyestem is a cell therapy company founded by a top-class management team.</td>,"<td>Dr. Jogin Desai, Jogin Desai, Rajani Battu</td>",<td>Natco Pharma and Kotak Private Equity</td>,<td>$6400000</td>,<td>Series A</td>
138,<td>Scripbox</td>,<td>2012</td>,<td>Bengalaru</td>,<td>Financial&amp;Services</td>,<td>Scripbox is an online mutual funds investment platform.</td>,"<td>Ashok Kumar, Atul Shinghal, Sanjiv Singhal, Varun Girilal</td>",<td>Wealth Managers</td>,<td>$5500000</td>,<td>SeriesD</td>
139,<td>Lysto</td>,<td>2021</td>,<td>Bengalaru</td>,<td>Financial&amp;Services</td>,<td>Lysto builds tools to standardise and showcase gamer credentials and reputation across games and platforms</td>,<td>Sadiq Ahamed</td>,<td>. Better Capital and BEENEXT</td>,<td>$1200000</td>,<td>Seed</td>
140,<td>Produze</td>,<td>2022</td>,<td>Bengalaru</td>,<td>Food&amp;Beverages</td>,"<td>Produze enables agricultural farmers to sell directly to worldwide merchants, providing them with consistent quality and reasonable pricing</td>","<td>Ben Mathew, Gaurav Agrawal, Rakesh Sasidharan and Emil Soman</td>",<td>Thirukumaran Nagarajan and All In Capital</td>,<td>$2600000</td>,<td>Seed</td>
141,<td>Sunstone</td>,<td>2014</td>,<td>Gurgaon</td>,<td>Vacational Education</td>,<td>Sunstone a higher education company that offers career-oriented training interventions for undergraduate and postgraduate students.</td>,"<td>Ashish Munjal, Piyush Nangru</td>",<td>Alteria Capital and Westbridge Capital</td>,<td>$68100000</td>,<td>SeriesC</td>
142,<td>Enguru</td>,<td>2014</td>,<td>Banglore</td>,<td>Education</td>,<td>enguru offers an application that enables its users to learn English through interactive games and conversations</td>,"<td>Arshan Vakil, Tahem Verma</td>",<td>LetsVenture and Arihant Patni</td>,<td>$4200000</td>,<td>Seed</td>
143,<td>Webnyay</td>,<td>2019</td>,<td>Delhi</td>,<td>Fintech</td>,<td>Webnyay is a sophisticated online dispute resolution ecosystem</td>,<td>Ishita Jindal</td>,<td>SucSEED Indovation and Inflection Point Ventures</td>,<td>$</td>,<td></td>
144,<td>Mojocare</td>,<td>2020</td>,<td>Banglore</td>,<td>Healthcare</td>,<td>Mojocare is a digital-first judgement-free wellness platform.</td>,<td>Ashwin Swaminathan</td>,<td>B Capital Group and Surge</td>,<td>$1800000</td>,<td>Series A</td>
145,<td>Winuall</td>,<td>2019</td>,<td>Banglore</td>,<td>E-Learning</td>,"<td>Winuall is a teaching platform that creates online courses for schools, tutors, and content creators</td>","<td>Ashwini Purohit, Saurabh Vyas</td>",<td>Ankit Bhati and Inflection Point Ventures</td>,<td>$41000000</td>,<td>Series A</td>
146,<td>Merlinwand</td>,<td>2021</td>,<td>Hyderabad</td>,<td>E-Commerce</td>,<td>Tech enabled Personalized Storybooks</td>,<td>Sudarshan Vig</td>,<td></td>,<td>$1000000</td>,<td>Seed</td>
147,<td>Zlade</td>,<td>2015</td>,<td>Pune</td>,<td>Health</td>,"<td>Zlade offers both male and female skincare products, as well as Ballistic trimmers.</td>",<td>Suraj Chaudhari</td>,<td>Corporate Round from Velocity</td>,<td>$110000</td>,<td>undisclosed</td>
148,<td>Redeminds</td>,<td>2021</td>,<td>Banglore</td>,<td>Edtech</td>,<td>Redeminds is an end-to-end career guidance platform that blends AI &amp; behavioral science to empower students to discover their true potential</td>,"<td>Nabarupa Chatterjee, Shiv Shankar Patnaik</td>",<td>Surfboard Ventures and Nishant Patel</td>,<td>$2200000</td>,<td></td>
149,<td>The Health Factory</td>,<td>2017</td>,<td>Mumbai</td>,<td>Food&amp;Beverages</td>,<td>The Health Factory provides high-protein bread that transforms the guilty pleasure of chocolate into the high-protein and high-fiber.</td>,<td>Mohit Sankhala</td>,<td>Venture Garage and Vikas D Nahar</td>,<td>$2000000</td>,<td>Seed</td>
150,<td>Renkube</td>,<td>2017</td>,<td>Bengalaru</td>,<td>Solar</td>,"<td>Renkube is a business with a focus on renewable energy, and its innovators are in the field of solar panel Motion Free Optical Tracking</td>",<td>Renkube. Balaji</td>,<td>K4 Forum Mumbai Network and Halliburton Labs</td>,<td>$2400000</td>,<td>Seed</td>
